Index,AoA_1,AoA_2,AoA_3,AoA_4,AoA_5,AoA_6,AoA_7,AoA_8,AoA_9,AoA_10,AoZ_1,AoZ_2,AoZ_3,AoZ_4,AoZ_5,AoZ_6,AoZ_7,AoZ_8,AoZ_9,AoZ_10,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,g_1,g_2,g_3,g_4,g_5,g_6,g_7,g_8,g_9,g_10,NumPaths,MaxPixel
116,-37.894188,-129.099851,42.464767,152.656499,89.550566,0.000000,0.000000,0.000000,0.000000,0.000000,-71.828238,-144.466919,159.787611,24.074009,-71.646439,0.000000,0.000000,0.000000,0.000000,0.000000,0.038478,0.096951,0.077719,0.091134,0.038122,0.000000,0.000000,0.000000,0.000000,0.000000,9.169936,-12.124789,5.574084,-8.653572,13.203356,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 355 184
117,110.386677,-7.172342,-122.432616,-57.831245,41.129745,0.000000,0.000000,0.000000,0.000000,0.000000,-35.015759,-175.816815,121.044840,44.185664,-140.140238,0.000000,0.000000,0.000000,0.000000,0.000000,0.078986,0.053612,0.071437,0.038370,0.004102,0.000000,0.000000,0.000000,0.000000,0.000000,-14.572878,-11.215088,-10.596038,-11.609049,2.733563,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 352 253
118,-105.423661,-34.423597,27.557822,-143.000893,-82.181818,0.000000,0.000000,0.000000,0.000000,0.000000,169.760441,10.326656,-125.367103,150.120147,-115.809961,0.000000,0.000000,0.000000,0.000000,0.000000,0.071809,0.062752,0.080754,0.032085,0.058693,0.000000,0.000000,0.000000,0.000000,0.000000,7.401121,-1.048524,11.635941,5.671783,11.184624,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 118 215
119,134.061711,-32.241654,68.889703,38.851511,-92.171881,0.000000,0.000000,0.000000,0.000000,0.000000,-109.019069,-98.268933,15.655376,30.860746,-145.862737,0.000000,0.000000,0.000000,0.000000,0.000000,0.071052,0.034594,0.018056,0.006078,0.038480,0.000000,0.000000,0.000000,0.000000,0.000000,13.252898,10.909536,2.292053,4.410080,-8.452935,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 310 63
120,143.510477,-166.902825,85.037680,-55.761920,-53.541319,0.000000,0.000000,0.000000,0.000000,0.000000,60.704859,-103.931630,-26.135803,64.692122,-73.263536,0.000000,0.000000,0.000000,0.000000,0.000000,0.010517,0.063864,0.014521,0.030516,0.064317,0.000000,0.000000,0.000000,0.000000,0.000000,-1.052989,11.424163,14.991453,-11.098927,-8.704454,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 212 92
121,-138.900582,-26.474248,-11.001906,105.641565,93.575982,0.000000,0.000000,0.000000,0.000000,0.000000,22.049103,-177.872628,-4.587281,11.224017,-43.561580,0.000000,0.000000,0.000000,0.000000,0.000000,0.069238,0.059415,0.034560,0.052753,0.086137,0.000000,0.000000,0.000000,0.000000,0.000000,10.893392,-10.437019,-10.363932,-0.358081,2.742932,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 186 34
122,97.976168,-27.372559,54.499188,-113.081364,-61.649826,0.000000,0.000000,0.000000,0.000000,0.000000,-53.750458,10.879349,-177.512866,-36.470487,-173.038534,0.000000,0.000000,0.000000,0.000000,0.000000,0.009625,0.030184,0.062077,0.049810,0.045696,0.000000,0.000000,0.000000,0.000000,0.000000,12.063969,5.851791,-10.660533,9.945890,-7.860235,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 269 154
123,-124.117340,-55.077702,116.734783,-161.534441,-96.041469,0.000000,0.000000,0.000000,0.000000,0.000000,-3.437877,-45.341066,-112.322374,22.541521,104.101941,0.000000,0.000000,0.000000,0.000000,0.000000,0.012797,0.053741,0.096003,0.016106,0.073226,0.000000,0.000000,0.000000,0.000000,0.000000,-0.183343,6.843722,-9.183684,-12.609992,6.057744,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 232 370
124,15.254729,-89.654094,-1.837348,-10.278081,-32.223051,0.000000,0.000000,0.000000,0.000000,0.000000,141.287058,-42.446211,64.247827,-99.656638,-132.931056,0.000000,0.000000,0.000000,0.000000,0.000000,0.070615,0.004848,0.058761,0.090973,0.006277,0.000000,0.000000,0.000000,0.000000,0.000000,6.313304,8.306304,9.312936,-9.428672,-1.238064,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 117 365
125,100.157066,48.703676,134.167564,-115.575773,72.929045,0.000000,0.000000,0.000000,0.000000,0.000000,9.511527,85.408877,-22.343007,-5.276043,-44.617599,0.000000,0.000000,0.000000,0.000000,0.000000,0.027643,0.098665,0.022370,0.072645,0.019097,0.000000,0.000000,0.000000,0.000000,0.000000,-3.163635,4.778557,-5.408508,-10.540779,-11.773199,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 61 24
126,-104.240331,33.822079,-102.805693,32.026458,-1.182666,0.000000,0.000000,0.000000,0.000000,0.000000,44.602667,88.495178,17.368112,-14.527394,-37.292013,0.000000,0.000000,0.000000,0.000000,0.000000,0.027218,0.020822,0.007727,0.000506,0.016046,0.000000,0.000000,0.000000,0.000000,0.000000,-4.917908,-1.705204,10.317421,9.792462,-12.727016,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 140 113
127,23.044894,-4.441259,69.549186,111.769340,20.349607,0.000000,0.000000,0.000000,0.000000,0.000000,145.818873,-132.038091,-144.287731,-143.462611,-2.304476,0.000000,0.000000,0.000000,0.000000,0.000000,0.069956,0.031304,0.086849,0.023692,0.026848,0.000000,0.000000,0.000000,0.000000,0.000000,0.888546,13.050223,-14.023314,12.495010,-12.974153,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 107 101
128,-156.089858,23.870136,73.984018,0.957624,172.620261,0.000000,0.000000,0.000000,0.000000,0.000000,-121.697879,168.474389,29.972810,102.763387,145.618299,0.000000,0.000000,0.000000,0.000000,0.000000,0.002367,0.012856,0.035838,0.068880,0.005518,0.000000,0.000000,0.000000,0.000000,0.000000,4.072378,-14.119944,9.340001,-3.958099,12.970272,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 381 85
129,149.885890,-124.794187,47.662204,68.911090,43.118713,0.000000,0.000000,0.000000,0.000000,0.000000,134.404472,132.699362,48.629204,16.834784,43.998717,0.000000,0.000000,0.000000,0.000000,0.000000,0.057434,0.058643,0.028625,0.050211,0.074208,0.000000,0.000000,0.000000,0.000000,0.000000,-14.273840,-2.667107,-8.367481,-2.149316,-5.581616,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 118 282
130,101.868355,-130.219965,-50.457892,52.435568,-109.613208,0.000000,0.000000,0.000000,0.000000,0.000000,-125.669232,-138.555161,-25.675626,149.162421,99.466591,0.000000,0.000000,0.000000,0.000000,0.000000,0.067055,0.095471,0.062700,0.054947,0.091011,0.000000,0.000000,0.000000,0.000000,0.000000,0.463368,10.237552,-3.553181,-14.113712,-2.600555,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 21 144
131,140.916554,55.649081,33.834561,-7.023102,-111.774048,0.000000,0.000000,0.000000,0.000000,0.000000,-30.154287,-72.923080,-151.294035,100.496410,-75.578783,0.000000,0.000000,0.000000,0.000000,0.000000,0.002215,0.005125,0.062283,0.066938,0.020513,0.000000,0.000000,0.000000,0.000000,0.000000,7.983895,1.257804,1.047579,11.595031,-11.242494,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 23 371
132,32.453784,-32.590527,-148.205450,57.880006,-58.191899,0.000000,0.000000,0.000000,0.000000,0.000000,84.798721,-65.611870,105.487899,-109.881762,112.069366,0.000000,0.000000,0.000000,0.000000,0.000000,0.095946,0.077378,0.041880,0.018077,0.030746,0.000000,0.000000,0.000000,0.000000,0.000000,1.961666,-12.921239,-13.818774,-14.046527,10.693303,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 26 248
133,78.665147,-41.181881,-144.908894,134.716776,-155.420206,0.000000,0.000000,0.000000,0.000000,0.000000,-33.496124,-87.691230,-154.026209,-111.960304,-70.186949,0.000000,0.000000,0.000000,0.000000,0.000000,0.032961,0.097604,0.067920,0.057065,0.031838,0.000000,0.000000,0.000000,0.000000,0.000000,7.521902,-1.051864,14.268929,-4.742648,11.580848,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 16 326
134,154.147334,-158.786214,173.867195,161.729543,77.597943,0.000000,0.000000,0.000000,0.000000,0.000000,73.505376,107.781753,-177.713576,90.372899,-164.702657,0.000000,0.000000,0.000000,0.000000,0.000000,0.072357,0.080416,0.093393,0.011288,0.000502,0.000000,0.000000,0.000000,0.000000,0.000000,9.357996,11.467618,-14.742239,-11.495798,-8.223500,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 374 65
135,-140.169929,-134.285660,162.333052,-110.026474,-74.471091,0.000000,0.000000,0.000000,0.000000,0.000000,-60.525524,151.520937,76.230436,-19.552328,-55.742612,0.000000,0.000000,0.000000,0.000000,0.000000,0.069751,0.044821,0.012296,0.097077,0.049459,0.000000,0.000000,0.000000,0.000000,0.000000,10.217234,6.374709,-14.544628,-9.543894,2.477190,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 224 230
136,-138.997760,84.908895,-40.697876,-161.877146,-75.678925,0.000000,0.000000,0.000000,0.000000,0.000000,28.486235,-140.689660,-175.615317,78.940390,-152.696103,0.000000,0.000000,0.000000,0.000000,0.000000,0.053667,0.072175,0.015272,0.040749,0.038971,0.000000,0.000000,0.000000,0.000000,0.000000,-7.890128,-8.992704,9.496685,5.117412,-6.537755,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 324 316
137,-40.297139,41.053680,162.541151,-127.860191,97.393446,0.000000,0.000000,0.000000,0.000000,0.000000,-177.072277,-19.300223,80.883780,-57.868501,-132.855111,0.000000,0.000000,0.000000,0.000000,0.000000,0.063358,0.025795,0.058437,0.054151,0.068547,0.000000,0.000000,0.000000,0.000000,0.000000,9.282262,-7.547335,-7.884444,-11.928943,0.524553,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 64 383
138,106.485891,69.307011,9.221353,143.793067,82.049891,0.000000,0.000000,0.000000,0.000000,0.000000,-52.635736,-161.449798,-121.678077,-102.009852,-114.475905,0.000000,0.000000,0.000000,0.000000,0.000000,0.009734,0.048727,0.078852,0.073482,0.029548,0.000000,0.000000,0.000000,0.000000,0.000000,-3.874785,4.274292,4.914548,-12.153830,12.591073,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 39 168
139,118.918018,17.513576,-55.486740,47.213796,-104.265688,0.000000,0.000000,0.000000,0.000000,0.000000,87.309939,163.261571,-20.684323,-131.233110,-155.668973,0.000000,0.000000,0.000000,0.000000,0.000000,0.076391,0.064343,0.010511,0.024894,0.039337,0.000000,0.000000,0.000000,0.000000,0.000000,-12.452312,6.638473,-5.550465,0.863861,6.366185,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 341 295
140,-178.570725,-82.230223,-66.921213,42.208133,2.611311,0.000000,0.000000,0.000000,0.000000,0.000000,101.800816,-170.809570,-9.831788,110.258118,179.689122,0.000000,0.000000,0.000000,0.000000,0.000000,0.061738,0.039764,0.034189,0.011622,0.086359,0.000000,0.000000,0.000000,0.000000,0.000000,-14.999620,10.965332,2.890901,5.084116,-11.029179,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 336 351
141,-75.689287,163.712796,163.530072,104.032794,-35.749576,0.000000,0.000000,0.000000,0.000000,0.000000,28.792758,48.288829,-148.228477,-134.508514,-67.521181,0.000000,0.000000,0.000000,0.000000,0.000000,0.050649,0.008109,0.028348,0.020152,0.082757,0.000000,0.000000,0.000000,0.000000,0.000000,8.113350,8.312221,-5.221501,9.692427,-0.444156,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 286 36
142,142.516688,51.623889,-80.746084,40.537973,146.112092,0.000000,0.000000,0.000000,0.000000,0.000000,122.183908,-48.642454,-127.082748,-123.770699,-146.500269,0.000000,0.000000,0.000000,0.000000,0.000000,0.070405,0.003343,0.082687,0.018213,0.044813,0.000000,0.000000,0.000000,0.000000,0.000000,-11.946716,-2.429306,-11.156818,5.904546,0.285861,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 170 131
143,113.588957,-162.273440,101.462667,8.119976,-85.523300,0.000000,0.000000,0.000000,0.000000,0.000000,-137.956869,5.359419,-161.084462,138.383265,113.365345,0.000000,0.000000,0.000000,0.000000,0.000000,0.085559,0.052717,0.031408,0.024445,0.047057,0.000000,0.000000,0.000000,0.000000,0.000000,3.945637,-8.362731,-13.462756,-10.549227,8.648100,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 252 208
144,-143.133882,25.472083,103.788191,-78.039958,171.885105,0.000000,0.000000,0.000000,0.000000,0.000000,87.174677,132.795670,-14.133146,-39.140518,114.514229,0.000000,0.000000,0.000000,0.000000,0.000000,0.097296,0.063378,0.014528,0.091425,0.087113,0.000000,0.000000,0.000000,0.000000,0.000000,10.637204,-0.107383,6.867363,-11.785014,-12.469813,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 212 53
145,-25.204646,149.617568,23.350553,121.603605,119.279571,0.000000,0.000000,0.000000,0.000000,0.000000,-136.653847,157.674645,95.484830,-34.178010,-119.128103,0.000000,0.000000,0.000000,0.000000,0.000000,0.091909,0.039298,0.002595,0.087701,0.087270,0.000000,0.000000,0.000000,0.000000,0.000000,8.222704,12.969672,13.033779,11.395020,8.181483,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 350 62
146,-44.564100,151.978634,-80.966117,-3.580577,5.188625,0.000000,0.000000,0.000000,0.000000,0.000000,138.468370,-51.183459,-22.794934,-109.711415,-164.094196,0.000000,0.000000,0.000000,0.000000,0.000000,0.029957,0.052245,0.049599,0.087481,0.077088,0.000000,0.000000,0.000000,0.000000,0.000000,-4.893404,-14.626075,-11.586066,0.855205,-8.079285,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 222 307
147,136.132829,166.064651,-96.664556,66.258128,48.793299,0.000000,0.000000,0.000000,0.000000,0.000000,143.839350,95.066647,-63.059276,10.379286,26.457234,0.000000,0.000000,0.000000,0.000000,0.000000,0.009391,0.054498,0.091976,0.047352,0.023627,0.000000,0.000000,0.000000,0.000000,0.000000,-12.527122,-10.687282,9.935248,-11.593659,-13.206862,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 248 38
148,50.108341,-128.443891,-163.181240,24.428001,102.561305,0.000000,0.000000,0.000000,0.000000,0.000000,10.661514,101.776603,-56.359982,-6.850674,-104.394521,0.000000,0.000000,0.000000,0.000000,0.000000,0.091470,0.018490,0.042634,0.019728,0.082492,0.000000,0.000000,0.000000,0.000000,0.000000,3.073628,-7.154979,11.858751,8.533828,2.195518,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 303 352
149,22.256029,-41.487654,8.475530,177.583279,60.723086,0.000000,0.000000,0.000000,0.000000,0.000000,162.361696,115.358201,-80.624264,-65.340742,-109.987472,0.000000,0.000000,0.000000,0.000000,0.000000,0.042164,0.076538,0.044483,0.098831,0.086985,0.000000,0.000000,0.000000,0.000000,0.000000,-8.004148,-10.110544,5.872368,-5.829861,1.334477,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 308 31
150,-55.111639,-58.859575,11.654303,-126.826516,34.993475,0.000000,0.000000,0.000000,0.000000,0.000000,95.484040,-171.778623,-114.516667,93.626228,-29.185388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000632,0.051490,0.001729,0.012145,0.038517,0.000000,0.000000,0.000000,0.000000,0.000000,-11.780277,1.574908,11.218791,4.826770,11.140871,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 360 22
151,-84.492116,25.618634,111.745992,-97.817661,-152.740696,0.000000,0.000000,0.000000,0.000000,0.000000,73.133960,-23.421051,-148.148368,129.689791,76.632727,0.000000,0.000000,0.000000,0.000000,0.000000,0.021623,0.008990,0.038143,0.076582,0.002877,0.000000,0.000000,0.000000,0.000000,0.000000,4.365758,-2.942031,11.043456,8.709977,-4.622495,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 354 80
152,104.612050,-3.886268,112.139487,134.575941,61.682039,0.000000,0.000000,0.000000,0.000000,0.000000,83.171631,110.593876,38.901786,3.142223,77.717001,0.000000,0.000000,0.000000,0.000000,0.000000,0.073691,0.093656,0.078975,0.014564,0.028167,0.000000,0.000000,0.000000,0.000000,0.000000,9.237708,4.364886,12.978270,-8.803821,3.510584,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 55 174
153,59.449863,-133.300687,-137.369262,-109.971618,122.824810,0.000000,0.000000,0.000000,0.000000,0.000000,-49.676876,-143.082413,-79.728315,-24.165711,139.997153,0.000000,0.000000,0.000000,0.000000,0.000000,0.044267,0.080526,0.046348,0.020203,0.058780,0.000000,0.000000,0.000000,0.000000,0.000000,-7.063946,12.400318,-8.231805,-3.737247,-9.006493,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 284 139
154,96.983424,170.128027,90.322254,95.647004,85.888416,0.000000,0.000000,0.000000,0.000000,0.000000,-69.727759,-137.272083,-91.708723,168.823806,154.091625,0.000000,0.000000,0.000000,0.000000,0.000000,0.096476,0.010017,0.029735,0.022270,0.022649,0.000000,0.000000,0.000000,0.000000,0.000000,8.940957,-1.791446,9.652458,-11.442426,-13.798925,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 264 18
155,-27.394799,55.289859,-73.055544,92.866542,-110.584248,0.000000,0.000000,0.000000,0.000000,0.000000,127.485696,9.806422,-2.726512,-177.189545,-87.573999,0.000000,0.000000,0.000000,0.000000,0.000000,0.011811,0.081765,0.054351,0.093194,0.062702,0.000000,0.000000,0.000000,0.000000,0.000000,10.505344,2.966885,13.301788,1.741918,-10.131503,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 168 368
156,68.007124,98.577159,89.137874,68.779787,26.238296,0.000000,0.000000,0.000000,0.000000,0.000000,132.064566,-34.715769,21.911060,-168.935080,-25.477330,0.000000,0.000000,0.000000,0.000000,0.000000,0.054559,0.050639,0.058524,0.072003,0.022622,0.000000,0.000000,0.000000,0.000000,0.000000,-0.035481,-12.308576,11.723250,-10.911046,4.107383,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 119 29
157,177.396865,152.999402,173.246532,-58.959987,169.036769,0.000000,0.000000,0.000000,0.000000,0.000000,88.838683,-138.756234,140.841012,110.937411,45.090471,0.000000,0.000000,0.000000,0.000000,0.000000,0.081975,0.034605,0.016621,0.045092,0.039834,0.000000,0.000000,0.000000,0.000000,0.000000,-0.862639,14.846474,-9.237324,-5.286423,-7.661170,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 11 71
158,-131.904245,70.423010,94.539757,-67.750076,36.399646,0.000000,0.000000,0.000000,0.000000,0.000000,100.361406,-77.909216,-140.890484,155.327100,145.261507,0.000000,0.000000,0.000000,0.000000,0.000000,0.061630,0.067014,0.052850,0.066894,0.041587,0.000000,0.000000,0.000000,0.000000,0.000000,4.518608,-6.297296,6.087735,-8.431807,-13.404998,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 185 111
159,16.393848,-102.700913,-106.613826,40.529406,89.674794,0.000000,0.000000,0.000000,0.000000,0.000000,-120.467773,-114.962577,106.984184,109.185004,138.128505,0.000000,0.000000,0.000000,0.000000,0.000000,0.015424,0.047405,0.040030,0.022104,0.029162,0.000000,0.000000,0.000000,0.000000,0.000000,7.362781,-10.322309,-1.969015,14.440253,10.549227,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 44 131
160,-119.272006,-51.494180,6.584151,-117.986053,-100.479487,0.000000,0.000000,0.000000,0.000000,0.000000,114.286078,-40.442080,83.412227,125.673305,99.381850,0.000000,0.000000,0.000000,0.000000,0.000000,0.027640,0.035484,0.046604,0.033691,0.089142,0.000000,0.000000,0.000000,0.000000,0.000000,4.612599,6.498852,-8.585970,-3.051170,0.931651,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 1 273
161,136.954902,-50.863612,-6.535421,-164.353960,172.749404,0.000000,0.000000,0.000000,0.000000,0.000000,47.661239,-11.118197,70.586863,128.011982,73.959552,0.000000,0.000000,0.000000,0.000000,0.000000,0.046409,0.086992,0.092861,0.033343,0.005749,0.000000,0.000000,0.000000,0.000000,0.000000,-7.040507,5.849351,5.493860,11.285550,-8.341984,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 259 103
162,146.956762,168.154554,-176.896559,177.492612,-11.281729,0.000000,0.000000,0.000000,0.000000,0.000000,-82.703285,-111.980223,167.294678,35.479293,-33.282639,0.000000,0.000000,0.000000,0.000000,0.000000,0.010967,0.090806,0.070237,0.048540,0.020429,0.000000,0.000000,0.000000,0.000000,0.000000,-1.725905,-5.242271,0.535290,3.784832,12.558051,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 144 379
163,-82.443727,101.328773,55.234607,-93.319972,-157.870080,0.000000,0.000000,0.000000,0.000000,0.000000,-40.133451,44.634593,140.260864,-95.108560,-146.998593,0.000000,0.000000,0.000000,0.000000,0.000000,0.082119,0.023766,0.015968,0.008353,0.099168,0.000000,0.000000,0.000000,0.000000,0.000000,5.161736,14.667181,-14.540842,-9.728528,-11.968329,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 106 137
164,-3.171014,-109.214044,155.191439,27.677881,-37.363956,0.000000,0.000000,0.000000,0.000000,0.000000,53.464996,-177.204549,118.036617,14.063676,-18.831572,0.000000,0.000000,0.000000,0.000000,0.000000,0.017127,0.009214,0.043784,0.025575,0.079827,0.000000,0.000000,0.000000,0.000000,0.000000,-5.917058,-11.389768,12.665579,-14.189014,0.585020,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 289 85
165,-122.952156,-84.772100,19.263839,-177.776871,-160.125966,0.000000,0.000000,0.000000,0.000000,0.000000,79.976158,165.752581,-85.248102,101.379501,119.722890,0.000000,0.000000,0.000000,0.000000,0.000000,0.081199,0.027019,0.068887,0.053308,0.072890,0.000000,0.000000,0.000000,0.000000,0.000000,-14.785560,-10.445343,8.402113,-13.854557,-11.973504,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 68 343
166,-93.194646,72.314517,-70.102981,-57.938928,172.562689,0.000000,0.000000,0.000000,0.000000,0.000000,-40.836762,-86.993733,10.369937,-68.420537,108.926203,0.000000,0.000000,0.000000,0.000000,0.000000,0.026153,0.065493,0.099042,0.063567,0.036811,0.000000,0.000000,0.000000,0.000000,0.000000,-11.201375,-1.566249,-9.519594,1.600512,0.195096,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 370 51
167,-39.138942,34.546630,-104.809066,-89.514162,119.061397,0.000000,0.000000,0.000000,0.000000,0.000000,130.458792,-117.623215,108.522466,-47.555880,-130.028648,0.000000,0.000000,0.000000,0.000000,0.000000,0.073093,0.017455,0.050906,0.072763,0.030051,0.000000,0.000000,0.000000,0.000000,0.000000,10.101684,1.503009,11.389422,5.339608,9.126666,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 207 200
168,-123.428975,-32.713290,-173.699116,21.232519,-157.890984,0.000000,0.000000,0.000000,0.000000,0.000000,76.517490,27.200597,144.280430,-27.077460,155.335003,0.000000,0.000000,0.000000,0.000000,0.000000,0.068355,0.007118,0.049643,0.073042,0.012276,0.000000,0.000000,0.000000,0.000000,0.000000,4.693225,1.277976,11.394725,-9.186027,5.868369,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 298 326
169,-101.836781,4.644055,172.695249,169.956423,-177.093392,0.000000,0.000000,0.000000,0.000000,0.000000,10.098008,-117.953103,-39.394580,37.825720,91.715651,0.000000,0.000000,0.000000,0.000000,0.000000,0.033021,0.078297,0.055408,0.049291,0.013740,0.000000,0.000000,0.000000,0.000000,0.000000,-12.984221,3.193606,-1.146962,11.285612,5.552281,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 226 17
170,92.444682,54.178204,89.538263,126.296983,-23.984432,0.000000,0.000000,0.000000,0.000000,0.000000,-70.229942,29.112598,-96.947571,-113.793047,79.321169,0.000000,0.000000,0.000000,0.000000,0.000000,0.099193,0.070006,0.042881,0.089251,0.098471,0.000000,0.000000,0.000000,0.000000,0.000000,-5.474259,-1.913635,5.449815,-12.025854,-4.945251,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 300 182
171,-34.447215,-120.422157,122.287102,70.540460,17.708435,0.000000,0.000000,0.000000,0.000000,0.000000,-129.161336,132.775696,-57.211690,-162.963270,-15.035455,0.000000,0.000000,0.000000,0.000000,0.000000,0.036346,0.026850,0.094759,0.062338,0.028186,0.000000,0.000000,0.000000,0.000000,0.000000,-14.908920,-7.633062,-2.505835,13.211220,6.900803,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 55 12
172,-142.513926,-114.772128,-60.221228,-101.944266,-65.464087,0.000000,0.000000,0.000000,0.000000,0.000000,-38.843831,-150.764741,-26.700257,-47.624190,-80.299532,0.000000,0.000000,0.000000,0.000000,0.000000,0.092119,0.058840,0.043849,0.006122,0.024261,0.000000,0.000000,0.000000,0.000000,0.000000,12.821892,-7.158759,-12.342268,-8.699874,13.231184,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 100 226
173,-157.316020,154.650476,179.066026,-127.216510,126.549475,0.000000,0.000000,0.000000,0.000000,0.000000,91.671293,-35.970521,-159.061338,149.352569,-159.860344,0.000000,0.000000,0.000000,0.000000,0.000000,0.022307,0.065341,0.066151,0.032895,0.033632,0.000000,0.000000,0.000000,0.000000,0.000000,7.234177,12.755963,-1.495541,14.731068,11.037551,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 123 299
174,-56.154900,-147.536298,-34.909154,-109.426835,-0.920875,0.000000,0.000000,0.000000,0.000000,0.000000,-165.262659,-177.919193,-19.247861,130.410504,78.570181,0.000000,0.000000,0.000000,0.000000,0.000000,0.054887,0.033723,0.072507,0.002678,0.058453,0.000000,0.000000,0.000000,0.000000,0.000000,-10.026343,-1.614183,-7.149774,-11.293485,7.254773,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 120 24
175,15.928495,145.631477,-139.673498,-148.343432,56.071907,0.000000,0.000000,0.000000,0.000000,0.000000,20.777617,-160.528458,-3.707602,100.281170,33.915948,0.000000,0.000000,0.000000,0.000000,0.000000,0.033045,0.091000,0.065510,0.047501,0.030507,0.000000,0.000000,0.000000,0.000000,0.000000,10.916611,-8.932436,-10.695178,12.146746,9.830094,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 247 241
